Frame,children_crossing,keep_right,no_stopping,no_entry,stop_sign,pedestrians,parking_area_end,give_way,no_stopping_start,no_parking_start,pedestrian_crossing_left,speed_limit_30,parking,no_parking_end,no_stopping_end,pedestrian_crossing_right,parking_area_start
0000000108,,,,,,,,,,,,,,,,,
0000000334,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000335,,,,,,,,,,,,,,,,,
0000000336,,,,,,,,,,,,,,,,,
0000000337,,,,,,,,,,,,,,,,,
0000000330,,,,,,,,,,,,,,,,,
0000000331,,,,,,,,,,,,,,,,,
0000000332,,,,,"912,173 . 914,174 . 913,173 . 922,176 . 913,173",,,,,,,,,,,,
0000000333,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,
0000000338,,,,,,,,,,,,,,,,,
0000000339,,,,,,,,,,,,,,,,,
0000000358,,,,,,,,,,,,,,,,,
0000000382,,,,,,,,,,,,,,,,,
0000000192,,,,,,,,,,,,,,,,,
0000000193,,,,,,,,,,,,,,,,,
0000000208,,,,,,,,,,,,,,,,,
0000000209,,,,,,,,,,,,,,,,,
0000000200,,,,,,,,,,,,,,,,,
0000000201,,,,,,,,,,,,,,,,,
0000000202,,,,,,,,,,,,,,,,,
0000000203,,,,,,,,,,,,,,,,,
0000000204,,,,,,,,,,,,,,,,,
0000000205,,,,,,,,,,,,,,,,,
0000000206,,,,,,,,,,,,,,,,,
0000000207,,,,,,,,,,,,,,,,,
0000000213,,,,,,,,,,,,,,,,,
0000000212,,,,,,,,,,,,,,,,,
0000000055,,,,,"842,31 . 803,-3 . 803,67 . 879,65 . 881,-6",,,,,,,,,,,,
0000000054,,,,,"840,32 . 802,-2 . 802,68 . 879,67 . 880,-6",,,,,,,,,,,,
0000000057,,,,,"846,30 . 807,-5 . 807,66 . 884,64 . 886,-9",,,,,,,,,,,,
0000000056,,,,,"844,31 . 806,-3 . 805,68 . 883,66 . 883,-7",,,,,,,,,,,,
0000000118,,,,,,,,,,,,,,,,,
0000000119,,,,,,,,,,,,,,,,,
0000000053,,,,,"839,32 . 800,-2 . 805,63 . 875,65 . 883,-8",,,,,,,,,,,,
0000000052,,,,,"838,33 . 800,-1 . 802,67 . 875,67 . 880,-7",,,,,,,,,,,,
0000000114,,,,,,,,,,,,,,,,,
0000000115,,,,,,,,,,,,,,,,,
0000000116,,,,,,,,,,,,,,,,,
0000000117,,,,,,,,,,,,,,,,,
0000000059,,,,,"852,25 . 812,-9 . 812,63 . 891,60 . 893,-14",,,,,,,,,,,,
0000000058,,,,,"849,28 . 810,-6 . 809,66 . 889,65 . 889,-11",,,,,,,,,,,,
0000000112,,,,,,,,,,,,,,,,,
0000000113,,,,,,,,,,,,,,,,,
0000000370,,,,,,,,,,,,,,,,,
0000000371,,,,,,,,,,,,,,,,,
0000000372,,,,,,,,,,,,,,,,,
0000000373,,,,,,,,,,,,,,,,,
0000000374,,,,,,,,,,,,,,,,,
0000000375,,,,,,,,,,,,,,,,,
0000000376,,,,,,,,,,,,,,,,,
0000000377,,,,,,,,,,,,,,,,,
0000000378,,,,,,,,,,,,,,,,,
0000000379,,,,,,,,,,,,,,,,,
0000000031,,,,,"835,34 . 789,-7 . 804,64 . 865,61 . 877,-7",,,,,,,,,,,,
0000000158,,,,,,,,,,,,,,,,,
0000000159,,,,,,,,,,,,,,,,,
0000000093,,,,,,,,,,,,,,,,,
0000000092,,,,,,,,,,,,,,,,,
0000000095,,,,,,,,,,,,,,,,,
0000000094,,,,,,,,,,,,,,,,,
0000000097,,,,,,,,,,,,,,,,,
0000000096,,,,,,,,,,,,,,,,,
0000000150,,,,,"520,127 . 753,68 . 513,129 . 690,84 . 513,129",,,,,,,,,,,,
0000000151,,,,,,,,,,,,,,,,,
0000000152,,,,,,,,,,,,,,,,,
0000000153,,,,,,,,,,,,,,,,,
0000000154,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000155,,,,,,,,,,,,,,,,,
0000000156,,,,,,,,,,,,,,,,,
0000000157,,,,,,,,,,,,,,,,,
0000000253,,,,,,,,,,,,,,,,,
0000000252,,,,,,,,,,,,,,,,,
0000000251,,,,,,,,,,,,,,,,,
0000000250,,,,,,,,,,,,,,,,,
0000000257,,,,,,,,,,,,,,,,,
0000000256,,,,,,,,,,,,,,,,,
0000000255,,,,,,,,,,,,,,,,,
0000000254,,,,,,,,,,,,,,,,,
0000000259,,,,,,,,,,,,,,,,,
0000000258,,,,,,,,,,,,,,,,,
0000000039,,,,,"835,34 . 796,-2 . 801,66 . 869,67 . 880,-9",,,,,,,,,,,,
0000000038,,,,,"835,34 . 798,0 . 797,70 . 872,68 . 873,-2",,,,,,,,,,,,
0000000028,,,,,"835,34 . 794,-2 . 804,64 . 869,65 . 881,-9",,,,,,,,,,,,
0000000029,,,,,"835,34 . 797,-1 . 800,68 . 871,68 . 877,-6",,,,,,,,,,,,
0000000024,,,,,"835,34 . 798,0 . 797,70 . 872,68 . 874,-3",,,,,,,,,,,,
0000000025,,,,,"835,34 . 796,-1 . 798,69 . 869,65 . 874,-3",,,,,,,,,,,,
0000000026,,,,,"835,34 . 792,-4 . 805,62 . 867,62 . 883,-11",,,,,,,,,,,,
0000000027,,,,,"835,34 . 792,-4 . 805,61 . 867,62 . 884,-11",,,,,,,,,,,,
0000000020,,,,,"835,34 . 792,-4 . 805,62 . 867,63 . 883,-10",,,,,,,,,,,,
0000000021,,,,,"835,34 . 795,-1 . 804,63 . 870,65 . 881,-9",,,,,,,,,,,,
0000000022,,,,,"835,34 . 795,-5 . 804,63 . 865,66 . 886,-15",,,,,,,,,,,,
0000000023,,,,,"835,34 . 794,-6 . 804,64 . 865,66 . 885,-13",,,,,,,,,,,,
0000000268,,,,,,,,,,,,,,,,,
0000000269,,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000091,,,,,,,,,,,,,,,,,
0000000090,,,,,,,,,,,,,,,,,
0000000260,,,,,,,,,,,,,,,,,
0000000280,,,,,,,,,,,,,,,,,
0000000281,,,,,,,,,,,,,,,,,
0000000282,,,,,,,,,,,,,,,,,
0000000283,,,,,,,,,,,,,,,,,
0000000284,,,,,,,,,,,,,,,,,
0000000285,,,,,,,,,,,,,,,,,
0000000286,,,,,,,,,,,,,,,,,
0000000287,,,,,,,,,,,,,,,,,
0000000288,,,,,,,,,,,,,,,,,
0000000289,,,,,,,,,,,,,,,,,
0000000321,,,,,,,,,,,,,,,,,
0000000320,,,,,,,,,,,,,,,,,
0000000327,,,,,,,,,,,,,,,,,
0000000326,,,,,,,,,,,,,,,,,
0000000325,,,,,,,,,,,,,,,,,
0000000324,,,,,,,,,,,,,,,,,
0000000099,,,,,,,,,,,,,,,,,
0000000098,,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000160,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000194,,,,,,,,,,,,,,,,,
0000000195,,,,,,,,,,,,,,,,,
0000000196,,,,,,,,,,,,,,,,,
0000000197,,,,,,,,,,,,,,,,,
0000000190,,,,,,,,,,,,,,,,,
0000000191,,,,,,,,,,,,,,,,,
0000000219,,,,,,,,,,,,,,,,,
0000000218,,,,,,,,,,,,,,,,,
0000000217,,,,,,,,,,,,,,,,,
0000000216,,,,,,,,,,,,,,,,,
0000000215,,,,,,,,,,,,,,,,,
0000000214,,,,,,,,,,,,,,,,,
0000000198,,,,,,,,,,,,,,,,,
0000000199,,,,,,,,,,,,,,,,,
0000000211,,,,,,,,,,,,,,,,,
0000000210,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000161,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000068,,,,,,,,,,,,,,,,,
0000000069,,,,,,,,,,,,,,,,,
0000000060,,,,,"856,23 . 816,-11 . 815,63 . 899,62 . 897,-17",,,,,,,,,,,,
0000000061,,,,,"861,20 . 818,-17 . 820,58 . 901,54 . 905,-22",,,,,,,,,,,,
0000000062,,,,,"867,16 . 823,-22 . 825,55 . 907,51 . 912,-26",,,,,,,,,,,,
0000000063,,,,,"873,11 . 829,-34 . 831,58 . 916,55 . 921,-42",,,,,,,,,,,,
0000000064,,,,,"880,8 . 848,-16 . 817,73 . 954,66 . 909,-21",,,,,,,,,,,,
0000000065,,,,,"915,7 . 847,11 . 883,13 . 854,11 . 889,12",,,,,,,,,,,,
0000000066,,,,,"896,-1 . 881,-10 . 870,42 . 836,-38 . 960,-112",,,,,,,,,,,,
0000000067,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000103,,,,,,,,,,,,,,,,,
0000000102,,,,,,,,,,,,,,,,,
0000000101,,,,,,,,,,,,,,,,,
0000000100,,,,,,,,,,,,,,,,,
0000000107,,,,,,,,,,,,,,,,,
0000000106,,,,,,,,,,,,,,,,,
0000000105,,,,,,,,,,,,,,,,,
0000000104,,,,,,,,,,,,,,,,,
0000000262,,,,,,,,,,,,,,,,,
0000000263,,,,,,,,,,,,,,,,,
0000000109,,,,,,,,,,,,,,,,,
0000000261,,,,,,,,,,,,,,,,,
0000000266,,,,,,,,,,,,,,,,,
0000000267,,,,,,,,,,,,,,,,,
0000000264,,,,,,,,,,,,,,,,,
0000000265,,,,,,,,,,,,,,,,,
0000000367,,,,,,,,,,,,,,,,,
0000000366,,,,,,,,,,,,,,,,,
0000000365,,,,,,,,,,,,,,,,,
0000000364,,,,,"771,268 . 800,295 . 775,274 . 788,284 . 773,272",,,,,,,,,,,,
0000000363,,,,,,,,,,,,,,,,,
0000000362,,,,,,,,,,,,,,,,,
0000000361,,,,,,,,,,,,,,,,,
0000000360,,,,,,,,,,,,,,,,,
0000000369,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000368,,,,,,,,,,,,,,,,,
0000000312,,,,,,,,,,,,,,,,,
0000000313,,,,,,,,,,,,,,,,,
0000000310,,,,,,,,,,,,,,,,,
0000000311,,,,,,,,,,,,,,,,,
0000000316,,,,,,,,,,,,,,,,,
0000000317,,,,,,,,,,,,,,,,,
0000000314,,,,,,,,,,,,,,,,,
0000000315,,,,,,,,,,,,,,,,,
0000000318,,,,,,,,,,,,,,,,,
0000000319,,,,,,,,,,,,,,,,,
0000000149,,,,,,,,,,,,,,,,,
0000000148,,,,,,,,,,,,,,,,,
0000000147,,,,,,,,,,,,,,,,,
0000000146,,,,,,,,,,,,,,,,,
0000000145,,,,,,,,,,,,,,,,,
0000000144,,,,,,,,,,,,,,,,,
0000000143,,,,,,,,,,,,,,,,,
0000000142,,,,,,,,,,,,,,,,,
0000000141,,,,,,,,,,,,,,,,,
0000000140,,,,,,,,,,,,,,,,,
0000000226,,,,,,,,,,,,,,,,,
0000000227,,,,,,,,,,,,,,,,,
0000000224,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,
0000000225,,,,,,,,,,,,,,,,,
0000000222,,,,,,,,,,,,,,,,,
0000000223,,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000220,,,,,,,,,,,,,,,,,
0000000221,,,,,,,,,,,,,,,,,
0000000381,,,,,,,,,,,,,,,,,
0000000380,,,,,,,,,,,,,,,,,
0000000359,,,,,,,,,,,,,,,,,
0000000228,,,,,,,,,,,,,,,,,
0000000229,,,,,,,,,,,,,,,,,
0000000350,,,,,,,,,,,,,,,,,
0000000351,,,,,,,,,,,,,,,,,
0000000033,,,,,"835,34 . 796,-2 . 801,66 . 869,67 . 880,-9",,,,,,,,,,,,
0000000032,,,,,"835,34 . 794,-2 . 803,64 . 869,65 . 880,-9",,,,,,,,,,,,
0000000138,,,,,,,,,,,,,,,,,
0000000139,,,,,,,,,,,,,,,,,
0000000037,,,,,"835,34 . 794,-3 . 804,63 . 869,65 . 881,-9",,,,,,,,,,,,
0000000036,,,,,"835,34 . 797,0 . 799,68 . 871,67 . 875,-4",,,,,,,,,,,,
0000000035,,,,,"834,34 . 793,-7 . 804,63 . 864,65 . 887,-15",,,,,,,,,,,,
0000000034,,,,,"835,34 . 797,0 . 798,69 . 871,67 . 875,-3",,,,,,,,,,,,
0000000132,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,
0000000133,,,,,,,,,,,,,,,,,
0000000130,,,,,,,,,,,,,,,,,
0000000131,,,,,,,,,,,,,,,,,
0000000136,,,,,,,,,,,,,,,,,
0000000137,,,,,,,,,,,,,,,,,
0000000134,,,,,,,,,,,,,,,,,
0000000135,,,,,,,,,,,,,,,,,
0000000297,,,,,,,,,,,,,,,,,
0000000296,,,,,,,,,,,,,,,,,
0000000295,,,,,,,,,,,,,,,,,
0000000294,,,,,,,,,,,,,,,,,
0000000293,,,,,,,,,,,,,,,,,
0000000292,,,,,,,,,,,,,,,,,
0000000291,,,,,,,,,,,,,,,,,
0000000290,"910,264 . 1113,332 . 699,122 . -1295,-460 . 799,189",,,,"235,67 . 79,13 . 832,-15 . 193,53 . 24,97",,,,,,,,,,,,
0000000356,,,,,,,,,,,,,,,,,
0000000357,,,,,,,,,,,,,,,,,
0000000354,,,,,,,,,,,,,,,,,
0000000355,,,,,,,,,,,,,,,,,
0000000352,,,,,,,,,,,,,,,,,
0000000353,,,,,,,,,,,,,,,,,
0000000299,,,,,,,,,,,,,,,,,
0000000298,,,,,,,,,,,,,,,,,
0000000051,,,,,"837,34 . 799,-1 . 800,68 . 874,68 . 878,-5",,,,,,,,,,,,
0000000050,,,,,"836,34 . 799,0 . 800,69 . 873,68 . 876,-3",,,,,,,,,,,,
0000000087,,,,,,,,,,,,,,,,,
0000000189,,,,,,,,,,,,,,,,,
0000000188,,,,,,,,,,,,,,,,,
0000000183,,,,,,,,,,,,"840,35 . 846,36 . 845,33 . 846,36 . 845,33",,,,,
0000000110,,,,,,,,,,,,,,,,,
0000000181,,,,,,,,,,,,"818,54 . 799,36 . 797,74 . 834,68 . 832,40",,,,,
0000000180,,,,,,,,,,,,"810,62 . 796,49 . 794,79 . 834,85 . 825,46",,,,,
0000000187,,,,,,,,,,,,,,,,,
0000000186,,,,,,,,,,,,,,,,,
0000000185,,,,,,,,,,,,,,,,,
0000000111,,,,,,,,,,,,,,,,,
0000000089,,,,,,,,,,,,,,,,,
0000000079,,,,,,,,,,,,,,,,,
0000000078,,,,,,,,,,,,,,,,,
0000000077,,,,,,,,,,,,,,,,,
0000000076,,,,,,,,,,,,,,,,,
0000000075,,,,,,,,,,,,,,,,,
0000000074,,,,,,,,,,,,,,,,,
0000000073,,,,,,,,,,,,,,,,,
0000000072,,,,,,,,,,,,,,,,,
0000000071,,,,,,,,,,,,,,,,,
0000000070,,,,,,,,,,,,,,,,,
0000000279,,,,,,,,,,,,,,,,,
0000000278,,,,,,,,,,,,,,,,,
0000000174,,,,,,,,,,,,,,,,,
0000000175,,,,,,,,,,,,,,,,,
0000000172,,,,,,,,,,,,,,,,,
0000000173,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000170,,,,,,,,,,,,,,,,,
0000000171,,,,,,,,,,,,,,,,,
0000000271,,,,,,,,,,,,,,,,,
0000000270,,,,,,,,,,,,,,,,,
0000000273,,,,,,,,,,,,,,,,,
0000000272,,,,,,,,,,,,,,,,,
0000000275,,,,,,,,,,,,,,,,,
0000000274,,,,,,,,,,,,,,,,,
0000000178,"1062,66 . 989,60 . 993,76 . 976,59 . 987,76",,,,,,,,,,,,,,,,
0000000276,,,,,,,,,,,,,,,,,
0000000240,,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000241,,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000008,,,,,"835,34 . 795,-1 . 804,63 . 870,65 . 882,-10",,,,,,,,,,,,
0000000009,,,,,"835,34 . 796,-3 . 802,65 . 868,67 . 882,-11",,,,,,,,,,,,
0000000002,,,,,"835,34 . 797,0 . 799,68 . 871,66 . 876,-5",,,,,,,,,,,,
0000000003,,,,,"835,34 . 795,-1 . 803,63 . 870,65 . 880,-8",,,,,,,,,,,,
0000000000,,,,,"835,34 . 794,-2 . 803,64 . 869,65 . 880,-9",,,,,,,,,,,,
0000000001,,,,,"835,34 . 796,-2 . 802,65 . 868,67 . 883,-12",,,,,,,,,,,,
0000000006,,,,,"835,34 . 797,0 . 799,68 . 871,67 . 876,-5",,,,,,,,,,,,
0000000007,,,,,"835,34 . 795,-2 . 803,64 . 869,65 . 880,-9",,,,,,,,,,,,
0000000004,,,,,"835,34 . 796,-2 . 801,66 . 869,67 . 880,-9",,,,,,,,,,,,
0000000005,,,,,"835,34 . 797,-1 . 799,68 . 871,67 . 876,-4",,,,,,,,,,,,
0000000182,,,,,,,,,,,,,,,,,
0000000184,,,,,,,,,,,,,,,,,
0000000030,,,,,"835,34 . 797,0 . 799,68 . 871,67 . 876,-5",,,,,,,,,,,,
0000000301,,,,,,,,,,,,,,,,,
0000000300,,,,,,,,,,,,,,,,,
0000000303,,,,,,,,,,,,,,,,,
0000000302,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0","0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,
0000000305,,,,,,,,,,,,,,,,,
0000000304,,,,,,,,,,,,,,,,,
0000000307,,,,,,,,,,,,,,,,,
0000000306,,,,,,,,,,,,,,,,,
0000000309,,,,,,,,,,,,,,,,,
0000000308,,,,,,,,,,,,,,,,,
0000000235,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000234,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000237,,,,,,,,,,,,,,,,,
0000000236,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000231,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,
0000000230,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,
0000000233,,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000232,,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000239,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000238,,,,,,,,,,,,,,,,,
