Frame,children_crossing,keep_right,no_stopping,no_entry,stop_sign,pedestrians,parking_area_end,give_way,no_stopping_start,no_parking_start,pedestrian_crossing_left,speed_limit_30,parking,no_parking_end,no_stopping_end,pedestrian_crossing_right,parking_area_start
0000000120,,,,,,,,,,,,,,,,,
0000000123,,,,,,,,,,,,,,,,,
0000000122,,,,,,,,,,,,,,,,,
0000000125,,,,,,,,,,,,,,,,,
0000000124,,,,,,,,,,,,,,,,,
0000000048,,,,,,,,,,,,,,,,,
0000000049,,,,,,,,,,,,,,,,,
0000000279,,,,,,,,,,,,,,,,,
0000000256,,,,,,,,,,,,,,,,,
0000000210,,,,,,,,,,,,,,,,,
0000000276,,,,,,,,,,,,,,,,,
0000000297,,,,,,,,,,,,,,,,,
0000000253,,,,,,,,,,,,,,,,,
0000000295,,,,,,,,,,,,,,,,,
0000000294,,,,,,,,,,,,,,,,,
0000000293,,,,,,,,,,,,,,,,,
0000000292,,,,,,,,,,,,,,,,,
0000000291,,,,,,,,,,,,,,,,"1166,-5 . 1105,53 . 930,45 . 1032,123 . 879,57",
0000000252,,,,,,,,,,,,,,,,,
0000000299,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000298,,,,,,,,,,,,,,,,,
0000000194,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000195,,,,,,,,,,,,,,,,,
0000000196,,,,,,,,,,,,,,,,,
0000000197,,,,,,,,,,,,,,,,,
0000000190,,,,,,,,,,,,,,,,,
0000000191,,,,,,,,,,,,,,,,,
0000000192,,,,,,,,,,,,,,,,,
0000000193,,,,,,,,,,,,,,,,,
0000000217,,,,,,,,,,,,,,,,,
0000000118,,,,,,,,,,,,,,,,,
0000000215,,,,,,,,,,,,,,,,,
0000000214,,,,,,,,,,,,,,,,,
0000000198,,,,,"397,99 . 21,354 . 480,83 . 294,169 . 500,79",,,,,,,,,,,,
0000000199,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,"865,94 . 966,-32 . 8516,-1297 . 927,16 . 1133,46",
0000000211,,,,,,,,,,,,,,,,,
0000000119,,,,,,,,,,,,,,,,,
0000000055,,,,,,,,,,,,,,,,,
0000000054,,,,,,,,,,,,,,,,,
0000000057,,,,,,,,,,,,"892,103 . 846,63 . 869,123 . 902,111 . 902,93",,,,,
0000000056,,,,,,,,,,,,"872,114 . 877,110 . 876,113 . 878,110 . 876,113",,,,,
0000000051,,,,,,,,,,,,,,,,,
0000000050,,,,,,,,,,,,,,,,,
0000000053,,,,,,,,,,,"916,185 . 915,184 . 959,191 . 914,184 . 921,185",,,,,,
0000000052,,,,,,,,,,,,,,,,,
0000000114,,,,,,,,,,,,,,,,,
0000000115,,,,,,,,,,,,,,,,,
0000000116,,,,,,,,,,,,,,,"138,-12 . 17,-128 . -50,74 . 179,26 . 172,-28",,
0000000117,,,,,,,,,,,,,,,,,
0000000059,,,,,,,,,,,,"926,100 . 899,75 . 907,117 . 938,111 . 941,86",,,,,
0000000058,,,,,,,,,,,,"908,102 . 887,83 . 891,117 . 920,115 . 923,88",,,,,
0000000112,,,,,,,,,,,,,,,,,
0000000113,,,,,,,,,,,,,,,,,
0000000309,,,,,,,,,,,,,,,,,
0000000259,,,,,"234,363 . 216,-71 . 398,106 . 207,-313 . 375,141",,,,,,,,,,,,
0000000189,,,,,,,,,,,,,,,,,
0000000188,,,,,,,,,,,,,,,,,
0000000248,,,,,,,,,,,,,,,,,
0000000183,,,,,,,,,,,,,,,,,
0000000110,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,,,
0000000181,,,,,,,,,,,,,,,,,
0000000180,,,,,,,,,,,,,,,,,
0000000187,,,,,,,,,,,,,,,,,
0000000186,,,,,,,,,,,,,,,,,
0000000185,,,,,,,,,,,,,,,,,
0000000111,,,,,,,,,,,,,,,,,
0000000068,,,,,,,,,,,,,,,,,
0000000069,,,,,,,,,,,,,,,,,
0000000209,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,,,
0000000060,,,,,,,,,,,,"952,98 . 952,98 . 952,98 . 952,98 . 952,98",,,,,
0000000061,,,,,,,,,,,,"971,90 . 914,45 . 957,100 . 981,98 . 1001,67",,,,,
0000000062,,,,,,,,,,,,"1000,86 . 979,80 . 977,91 . 987,82 . 1425,-4",,,,,
0000000063,,,,,,,,,,,,"1031,76 . 981,33 . 1004,102 . 1043,86 . 1049,58",,,,,
0000000064,,,,,,,,,,,,"1071,67 . 1035,35 . 1042,93 . 1090,85 . 1094,47",,,,,
0000000065,,,,,,,,,,,,"1118,57 . 1049,-7 . 1073,97 . 1135,73 . 1137,40",,,,,
0000000066,,,,,,,,,,,,"1173,48 . 1141,21 . 1125,87 . 1204,74 . 1199,28",,,,,
0000000067,,,,,,,,,,,,,,,,,
0000000103,,,,,,,,,,,,,,,,,
0000000102,,,,,,,,,,,,,,,,,
0000000101,,,,,,,,,,,,,,,,,
0000000100,,,,,,,,,,,,,,,,,
0000000107,,,"417,108 . 382,78 . 427,121 . 434,123 . 422,114",,,,,,,,,,,,,,
0000000106,,,,,,,,,,,,,,,,,
0000000105,,,,,,,,,,,,,,,,,
0000000104,,,,,,,,,,,,,,,,,
0000000262,,,,,,,,,,,,,,,,,
0000000263,,,,,,,,,,,,,,,,,
0000000109,,,,,,,,,,,,,,,,,
0000000108,,,"222,160 . 413,108 . 401,102 . 415,108 . 400,103",,,,,,,,,,,,,,
0000000266,,,,,,,,,,,,,,,,,
0000000267,,,,,,,,,,,,,,,,,
0000000264,,,,,,,,,,,,,,,,,
0000000265,,,,,,,,,,,,,,,,,
0000000308,,,"885,64 . 882,67 . 882,69 . 878,69 . 864,93",,,,,,,,"-551,-209 . 596,124 . 124,-17 . 615,130 . 582,109",,,,,,
0000000129,,,,,,,,,,,,,,,,,
0000000128,,,,,,,,,,,,,,,,,
0000000278,,,,,,,,,,,,,,,,,
0000000249,,,,,,,,,,,,,,,,,
0000000167,,,,,,,,,,,,,,,,,
0000000166,,,,,,,,,,,,,,,,,
0000000079,,,,,,,,,,,,,,,,,
0000000078,,,,,,,,,,,,,,,,,
0000000077,,,,,,,,,,,,,,,,,
0000000076,,,,,"159,43 . 87,49 . 180,83 . -2,56 . 169,64",,,,,,,,,,,,
0000000075,,,,,,,,,,,,,,,"300,76 . 241,40 . 255,48 . 250,45 . 260,51",,
0000000074,,,,,,,,,,,,,,,,,
0000000073,,,,,,,,,,,,,,,"450,95 . 914,196 . 228,52 . 272,57 . 945,192",,
0000000072,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,,,
0000000071,,,,,,,,,,,,,,,,,
0000000070,,,,,,,,,,,,,,,,,
0000000176,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,
0000000177,,,,,,,,,,,,,,,,,
0000000174,,,,,,,,,,,,,,,,,
0000000175,,,,,,,,,,,,,,,,,
0000000172,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,
0000000173,,,,,,,,,,,,,,,,"-597,20 . -137,31 . 89,16 . 105,37 . 987,11",
0000000170,,,,,,,,,,,,,,,,,
0000000171,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,
0000000271,,,,,,,,,,,,,,,,,
0000000270,,,,,,,,,,,,,,,,,
0000000273,,,,,,,,,,,,,,,,,
0000000127,,,,,,,,,,,,,,,,,
0000000275,,,,,,,,,,,,,,,,,
0000000274,,,,,,,,,,,,,,,,,
0000000178,,,,,,,,,,,,,,,,,
0000000179,,,,,,,,,,,,,,,,,
0000000244,,,,,,,,,,,,,,,,,
0000000159,,,,,,,,,,,,,,,"312,193 . 312,194 . 318,192 . 310,195 . 314,193",,
0000000169,,,,,,,,,,,,,,,,,
0000000184,,,,,,,,,,,,,,,,,
0000000246,,,,,,,,,,,,,,,,,
0000000237,,,,,,,,,,,,,,,,,
0000000247,,,,,,,,,,,,,,,,,
0000000126,,,,,,,,,,,,,,,,,
0000000310,,,,,,,,,,,,,,,,,
0000000168,,,,,,,,,,,,,,,,,
0000000082,,,,,,,,,,,,,,,,,
0000000083,,,,,,,,,,,,,,,,,
0000000080,,,,,,,,,,,,,,,,,
0000000081,,,,,,,,,,,,,,,,,
0000000086,,,,,,,,,,,,,,,,,
0000000087,,,,,,,,,,,,,,,,,
0000000084,,,,,,,,,,,,,,,,,
0000000085,,,,,,,,,,,,,,,,,
0000000088,,,,,,,,,,,,,,,,,
0000000089,,,,,,,,,,,,,,,,,
0000000245,,,,,,,,,,,,,,,,,
0000000236,,,,,,,,,,,,,,,,,
0000000165,,"80,13 . 73,12 . 62,-8 . 71,12 . 76,9",,,,,,,,,,,,,,,
0000000164,,"32,233 . 101,121 . 74,53 . 72,168 . 45,178",,,,,,,,,,,,,"60,173 . 88,128 . -152,496 . 204,-59 . 22,230",,
0000000008,,,,,,,,,,,,,,,,,
0000000009,,,,,,,,,,,,,,,,,
0000000161,,,,,,,,,,,,,,,,,
0000000160,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,,,
0000000163,,"127,200 . 103,201 . 127,240 . -4028,271 . 125,150",,,,,,,,,,,,,"133,174 . 126,184 . 116,235 . 113,202 . 210,-96",,
0000000162,,"192,197 . 175,198 . 191,237 . 40,204 . 192,162",,,,,,,,,,,,,"258,65 . 269,69 . 267,69 . 268,69 . 267,69",,
0000000002,,,,,,,,,,,,,,,,,
0000000003,,,,,,,,,,,,,,,,,
0000000000,,,,,,,,,,,,,,,,,
0000000001,,,,,,,,,,,,,,,,,
0000000006,,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",
0000000007,,,,,,,,,,,,,,,,,
0000000004,,,,,,,,,,,,,,,,,
0000000005,,,,,,,,,,,,,,,,,
0000000182,,,,,,,,,,,,,,,,,
0000000232,,"52,231 . 41,219 . -16,289 . 28,205 . 64,220",,,,,,,,,,,,,"64,236 . 61,237 . 58,237 . 59,237 . 55,237",,
0000000231,,"110,227 . 96,210 . 985,-111 . 202,338 . 131,218",,,,,,,,,,,,,,,
0000000158,,,,,,,,,,,,,,,,,
0000000235,,,,,,,,,,,,,,,,,
0000000234,,,,,,,,,,,,,,,,,
0000000138,,,,,,,,,,,,,,,,,
0000000091,,,,,,,,,,,,,,,,,
0000000090,,,,,,,,,,,,,,,,,
0000000093,,,,,,,,,,,,,,,,,
0000000092,,,,,,,,,,,,,,,,,
0000000095,,,,,,"838,63 . 802,66 . 3101,-1517 . 714,75 . 874,38",,,,,,,,,,,
0000000094,,,,,,,,,,,,,,,,,
0000000097,,,,,,,,,,,,,,,,,
0000000096,,,,,,,,,,,,,,,,,
0000000099,,,,,,,,,,,,,,,,,
0000000098,,,,,,,,,,,,,,,,,
0000000152,,,,,,,,,,,,,,,,,
0000000153,,,,,,,,,,,,,,,,,
0000000154,,,,,,,,,,,,,,,,,
0000000155,,,,,,,,,,,,,,,,,
0000000156,,,,,,,,,,,,,,,,,
0000000157,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,,,
0000000019,,,,,,,,,,,,,,,,,
0000000018,,,,,,,,,,,,,,,,,
0000000251,,,,,,,,,,,,,,,,,
0000000250,,,,,,,,,,,,,,,,,
0000000257,,,,,,,,,,,,,,,,,
0000000233,,,,,,,,,,,,,,,,,
0000000255,,,,,,,,,,,,,,,,,
0000000254,,,,,,,,,,,,,,,,,
0000000011,,,,,,,,,,,,,,,,,
0000000010,,,,,,,,,,,,,,,,,
0000000013,,,,,,,,,,,,,,,,,
0000000012,,,,,,,,,,,,,,,,,
0000000015,,,,,,,,,,,,,,,,,
0000000014,,,,,,,,,,,,,,,,,
0000000017,,,,,,,,,,,,,,,,,
0000000016,,,,,,,,,,,,,,,,,
0000000213,,,,,,,,,,,,,,,,,
0000000240,,,,,,,,,,,,,,,,,
0000000130,,,,,,,,,,,,,,,,,
0000000304,,,,,,,,,,,,,,,,,
0000000131,,,,,,,,,,,,,,,,,
0000000307,,,,,,,,,,,,,,,,"633,130 . 613,131 . 658,134 . 573,132 . 666,136",
0000000296,,,,,,,,,,,,,,,,,
0000000239,,,,,,,,,,,,,,,,,
0000000290,,,,,,,,,,,,,,,,,
0000000306,,,,,,,,,,,,,,,,,
0000000212,,,,,,,,,,,,,,,,,
0000000238,,,,,,,,,,,,,,,,,
0000000301,,,,,"212,98 . 230,83 . 237,104 . 260,58 . 227,102",,,,,,,,,,,,
0000000300,,,,,,,,,,,,,,,,,
0000000303,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,,,,,,,,,,,,,
0000000302,,,,,,,,,,,,,,,,,
0000000305,,,,,,,,,,,,,,,,,
0000000241,,,,,,,,,,,,,,,,,
0000000149,,,,,,,,,,,,,,,,,
0000000148,,,,,,,,,,,,,,,,,
0000000147,,,,,,,,,,,,,,,,,
0000000146,,,,,,,,,,,,,,,,,
0000000145,,,,,,,,,,,,,,,,,
0000000144,,,,,,,,,,,,,,,,,
0000000143,,,,,,"277,225 . 113,233 . 162,251 . 1469,168 . 226,237",,,,,,,,,,,
0000000142,,,,,,,,,,,,,,,,,
0000000141,,,,,,,,,,,,,,,,,
0000000140,,,,,,,,,,,,,,,,,
0000000226,,"279,209 . 273,202 . 216,253 . 263,191 . 288,203",,,,,,,,,,,,,"299,190 . 295,92 . 213,191 . 302,260 . 364,188",,
0000000227,,"270,207 . 279,198 . 261,217 . 285,192 . 242,238",,,,,,,,,,,,,,,
0000000224,,"320,205 . 309,193 . 299,222 . 343,232 . 335,194",,,,,,,,,,,,,"329,198 . 319,188 . 452,211 . 384,257 . 345,200",,
0000000225,,"302,208 . 290,194 . 292,223 . 323,232 . 323,173",,,,,,,,,,,,,,,
0000000028,,,,,,,,,,,,,,,,,
0000000029,,,,,,,,,,,,,,,,,
0000000220,,,,,,,,,,,,,,,"370,194 . 381,199 . 378,197 . 379,198 . 377,197",,
0000000221,,,,,,,,,,,,,,,"370,191 . 358,132 . 410,216 . 376,223 . 382,198",,
0000000024,,,,,,,,,,,,,,,,,
0000000025,,,,,,,,,,,,,,,,,
0000000026,,,,,,,,,,,,,,,,,
0000000027,,,,,,,,,,,,,,,,,
0000000020,,,,,,,,,,,,,,,,,
0000000021,,,,,,,,,,,,,,,,,
0000000022,,,,,,,,,,,,,,,,,
0000000023,,,,,,,,,,,,,,,,,
0000000242,,,,,,,,,,,,,,,,,
0000000285,,,,,,,,,,,,,,,,,
0000000272,,,,,,,,,,,,,,,,,
0000000260,,,,,,,,,,,,,,,,,
0000000230,,"153,215 . 175,246 . 118,263 . 169,238 . 200,144",,,,,,,,,,,,,,,
0000000268,,,,,,,,,,,,,,,,,
0000000243,,,,,,,,,,,,,,,,,
0000000269,,,,,,,,,,,,,,,,,
0000000222,,"-784,-1040 . 355,211 . 317,220 . 354,209 . 334,235",,,,,,,,,,,,,,,
0000000223,,"391,266 . 342,212 . 314,220 . 341,211 . 329,228",,,,,,,,,,,,,,,
0000000033,,,,,,,,,,,,,,,"407,198 . 410,120 . 414,207 . 406,216 . 411,202",,
0000000032,,,,,,,,,,,,,,,,,
0000000031,,"413,200 . 409,200 . 401,209 . 405,200 . 419,195",,,,,,,,,,,,,,,
0000000030,,,,,,,,,,,,,,,"434,187 . 423,154 . 514,214 . 445,222 . 449,192",,
0000000037,,,,,,,,,,,,,,,"0,0 . 0,0 . 0,0 . 0,0 . 0,0",,
0000000036,,"349,211 . 381,232 . 219,296 . 372,225 . 375,193",,,,,,,,,,,,,,,
0000000035,,,,,,,,,,,,,,,"382,205 . 378,161 . 390,214 . 384,224 . 386,210",,
0000000034,,,,,,,,,,,,,,,"415,172 . 378,284 . 555,315 . 394,236 . 447,205",,
0000000132,,,,,,,,,,,,,,,,,
0000000133,,,,,,,,,,,,,,,,,
0000000039,,"304,220 . 291,214 . 110,341 . 253,194 . 316,212",,,,,,,,,,,,,"320,211 . 310,205 . 210,234 . 220,150 . 355,204",,
0000000038,,"324,219 . 315,210 . 315,230 . 291,187 . 358,170",,,,,,,,,,,,,"340,209 . 331,198 . 252,221 . 51,-112 . 381,203",,
0000000136,,,,,,,,,,,,,,,,,
0000000137,,,,,,,,,,,,,,,,,
0000000134,,,,,,,,,,,,,,,,,
0000000135,,,,,,,,,,,,,,,,,
0000000277,,,,,,,,,,,,,,,,,
0000000311,,,,,,,,,,,,,,,,,
0000000258,,,,,,,,,,,,,,,,,
0000000229,,"193,229 . 185,235 . 415,39 . 177,240 . 202,221",,,,,,,,,,,,,,,
